"","brewery_name","review_time","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv"
"1242","Victory Brewing Company",1039189460,4.5,4.5,"American IPA",4,4.5,"HopDevil Ale",6.7
"1243","Yuengling Brewery ",1029527449,3,3,"American Amber / Red Lager",3,3,"Yuengling Traditional Lager",4.4
"1244","Victory Brewing Company",1126926402,4,4,"American IPA",3.5,4,"HopDevil Ale",6.7
"1245","Tröegs Brewing Company",1268344672,3.5,3.5,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1246","Tröegs Brewing Company",1282432571,3.5,3.5,"Weizenbock",4,3.5,"Scratch Beer 7 - 2008",7.9
"1247","Voodoo Brewing Company",1291686781,4,4,"Witbier",4,4,"White Magic Of The Sun",6.75
"1248","Yuengling Brewery ",1297536375,2.5,3,"Black & Tan",3,2.5,"Yuengling Black & Tan",4.7
"1249","Victory Brewing Company",1205803343,4,4,"American Barleywine",4,4.5,"Old Horizontal",11
"1250","Victory Brewing Company",1284419141,4,4,"Hefeweizen",3.5,3.5,"Sunrise Weiss",5.7
"1251","Yards Brewing Co.",1271719063,3.5,4.5,"Saison / Farmhouse Ale",4,4,"Yards Saison",6.5
"1252","Victory Brewing Company",1305870656,3.5,4,"American IPA",3.5,3,"HopDevil Ale",6.7
"1253","Victory Brewing Company",1083024771,4,4,"Weizenbock",4,4.5,"Moonglow Weizenbock",8.7
"1254","Victory Brewing Company",1260245563,4,4,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1255","Victory Brewing Company",1297384459,3.5,3.5,"Munich Helles Lager",4.5,4,"Victory Lager",4.8
"1256","Victory Brewing Company",1182125007,4.5,4,"Maibock / Helles Bock",4.5,4.5,"Sapphire Edelbock",7.4
"1257","Tröegs Brewing Company",1263354660,4.5,5,"American Amber / Red Ale",5,5,"Tröegs Nugget Nectar",7.5
"1258","Victory Brewing Company",1301965373,3,4,"Saison / Farmhouse Ale",3.5,3.5,"Saison Du BUFF",6.8
"1259","Tröegs Brewing Company",1278313390,3.5,4,"California Common / Steam Beer",4,3.5,"Scratch Beer 1 - 2007",5
"1260","Victory Brewing Company",1319407164,4.5,4.5,"American Double / Imperial IPA",4.5,4,"Hop Wallop",8.5
"1261","Tröegs Brewing Company",1237647860,4.5,4,"American Pale Ale (APA)",3.5,4,"Tröegs Pale Ale",5.4
"1262","Victory Brewing Company",1267483521,5,5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"1263","Yards Brewing Co.",1088322013,3,3.5,"English Strong Ale",3,3.5,"Thomas Jefferson's Tavern Ale",8
"1264","Victory Brewing Company",1307427753,3.5,4,"American Barleywine",3.5,4,"Old Horizontal",11
"1265","Voodoo Brewing Company",1258400339,4.5,4,"American Double / Imperial Stout",4.5,4,"Big Black Voodoo Daddy",12.5
"1266","Yuengling Brewery ",1232415454,4.5,4,"American Porter",3.5,4.5,"Yuengling Porter (Dark Brewed)",4.7
"1267","Tröegs Brewing Company",1230576014,3.5,4,"Winter Warmer",4,4,"Scratch Beer 16 - 2008",6.3
"1268","Tröegs Brewing Company",1315097722,4.5,4.5,"American IPA",5,4.5,"Tröegs Perpetual IPA",7.5
"1269","Victory Brewing Company",1255464808,4,4,"Saison / Farmhouse Ale",4,4,"Helios  (V Saison)",7.5
"1270","Tröegs Brewing Company",1049956281,4,4,"American Amber / Red Ale",4.5,4,"Tröegs Hopback Amber Ale",6
"1271","Tröegs Brewing Company",1245727344,4,3.5,"German Pilsener",3.5,4,"Tröegs Sunshine Pils",5.3
"1272","Victory Brewing Company",1071696159,4.5,5,"Russian Imperial Stout",4.5,5,"Storm King Stout",9.1
"1273","Voodoo Brewing Company",1297731542,4,4.5,"American Double / Imperial Stout",4.5,4,"Big Black Voodoo Daddy",12.5
"1274","Voodoo Brewing Company",1218288385,4,4,"Belgian Strong Pale Ale",3.5,4,"Voodoo Love Child",10.5
"1275","Tröegs Brewing Company",1275849295,3.5,4,"Oatmeal Stout",4,4.5,"Tröegs Java Head Stout",7.5
"1276","Victory Brewing Company",1257722357,3,3.5,"Märzen / Oktoberfest",3.5,3,"Festbier",5.6
"1277","Victory Brewing Company",1048139203,3.5,3.5,"German Pilsener",3.5,3.5,"Prima Pils",5.3
"1278","Victory Brewing Company",1145928350,3.5,4,"Altbier",4,4,"Ten Years Alt",8.5
"1279","Tröegs Brewing Company",1201503733,4,4.5,"American Porter",4,4,"Tröegs Dead Reckoning Porter",5.4
"1280","Victory Brewing Company",1068936401,3.5,3.5,"Quadrupel (Quad)",3.5,3.5,"V-Twelve",12
"1281","Victory Brewing Company",1128829452,3.5,4,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1282","Yuengling Brewery ",1221677881,3.5,4.5,"American Porter",3.5,3,"Yuengling Porter (Dark Brewed)",4.7
"1283","Victory Brewing Company",1047634035,4,4.5,"Tripel",5,4.5,"Golden Monkey",9.5
"1284","Yards Brewing Co.",1263693998,3.5,3,"English Dark Mild Ale",4,4,"Brawler Pugilist Style Ale",4.2
"1285","Tröegs Brewing Company",1296335530,3.5,4.5,"Oatmeal Stout",4,3.5,"Tröegs Java Head Stout",7.5
"1286","Victory Brewing Company",1250509042,4,3.5,"American Double / Imperial IPA",3.5,4.5,"Hop Wallop",8.5
"1287","Voodoo Brewing Company",1194497626,3,3,"Witbier",3,2.5,"White Magic Of The Sun",6.75
"1288","Victory Brewing Company",1027608885,4.5,3.5,"German Pilsener",3.5,3.5,"Prima Pils",5.3
"1289","Victory Brewing Company",1318993686,4.5,4,"Russian Imperial Stout",4,3.5,"Storm King Stout",9.1
"1290","Victory Brewing Company",1255239328,3.5,4,"Quadrupel (Quad)",3.5,3.5,"V-Twelve",12
"1291","Victory Brewing Company",1295575569,4.5,4,"German Pilsener",4,4.5,"Prima Pils",5.3
"1292","Tröegs Brewing Company",1234486076,3.5,3.5,"English Brown Ale",3.5,3.5,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1293","Victory Brewing Company",1149030671,4.5,4.5,"German Pilsener",5,4.5,"Prima Pils",5.3
"1294","Tröegs Brewing Company",1243519563,3,3,"Belgian Strong Dark Ale",2.5,3,"Tröegs Mad Elf",11
"1295","Victory Brewing Company",1242953414,4,3.5,"Belgian IPA",3,4,"Wild Devil",6.7
"1296","Tröegs Brewing Company",1199415668,4,4.5,"American Barleywine",4.5,4,"Scratch Beer 4 - 2007",9.4
"1297","Tröegs Brewing Company",1317866524,4,3.5,"Doppelbock",4,4,"Troegenator Double Bock",8.2
"1298","Tröegs Brewing Company",1324679424,3,3.5,"American Amber / Red Ale",4,3,"Tröegs Hopback Amber Ale",6
"1299","Tröegs Brewing Company",1187727056,3.5,3.5,"California Common / Steam Beer",4,3.5,"Scratch Beer 1 - 2007",5
"1300","Tröegs Brewing Company",1267833266,3.5,4,"Milk / Sweet Stout",5,3.5,"Scratch Beer 27 - 2010 (Cocaoabunga)",6.7
"1301","Tröegs Brewing Company",1065304036,4,4,"American Amber / Red Ale",4,4,"Tröegs Hopback Amber Ale",6
"1302","Tröegs Brewing Company",1166114207,3.5,3.5,"Belgian Strong Dark Ale",3.5,3.5,"Tröegs Mad Elf",11
"1303","Tröegs Brewing Company",1172013985,4,3.5,"Belgian Strong Dark Ale",4,4.5,"Tröegs Mad Elf",11
"1304","Tröegs Brewing Company",1302651289,3,4,"Oatmeal Stout",4,3.5,"Tröegs Java Head Stout",7.5
"1305","Yards Brewing Co.",1201443770,3,4,"English Strong Ale",3.5,3,"Thomas Jefferson's Tavern Ale",8
"1306","Victory Brewing Company",1272347005,4,4.5,"Altbier",4,4,"Ten Years Alt",8.5
"1307","Yuengling Brewery ",1219180204,2.5,3,"American Pale Ale (APA)",3,2.5,"Lord Chesterfield Ale",5.4
"1308","Tröegs Brewing Company",1306457484,4,3.5,"Doppelbock",3.5,4,"Troegenator Double Bock",8.2
"1309","Victory Brewing Company",1123116252,4,3.5,"Tripel",4,3.5,"Golden Monkey",9.5
"1310","Tröegs Brewing Company",1086133183,3.5,3.5,"Belgian Strong Dark Ale",3,4,"Tröegs Mad Elf",11
"1311","Victory Brewing Company",1206830574,4,3,"Witbier",3,3.5,"Whirlwind Witbier",5
"1312","Victory Brewing Company",1283833846,4,5,"Russian Imperial Stout",4.5,4,"Storm King Stout",9.1
"1313","Victory Brewing Company",1267299024,3.5,5,"Belgian IPA",3,3,"Wild Devil",6.7
"1314","Victory Brewing Company",1218759346,5,3.5,"Saison / Farmhouse Ale",4,4,"V-Saison",7.5
"1315","Tröegs Brewing Company",1201315093,4,3.5,"Hefeweizen",4,4,"DreamWeaver Wheat",4.8
"1316","Tröegs Brewing Company",1149726834,4,4,"Doppelbock",4,4.5,"Troegenator Double Bock",8.2
"1317","Tröegs Brewing Company",1206445652,4.5,4,"Tripel",4.5,4,"Scratch Beer 8 - 2008",10.1
"1318","Tröegs Brewing Company",1255202024,3.5,5,"American Amber / Red Ale",4.5,4,"Tröegs Hopback Amber Ale",6
"1319","Victory Brewing Company",1256165137,4.5,5,"Baltic Porter",4,4.5,"Baltic Thunder",8.5
"1320","Victory Brewing Company",1152062721,4,4,"Hefeweizen",4.5,4.5,"Sunrise Weiss",5.7
"1321","Victory Brewing Company",1160759899,4,4,"German Pilsener",4,4,"Prima Pils",5.3
"1322","Tröegs Brewing Company",1258933463,4.5,5,"Belgian Strong Dark Ale",4,4,"Tröegs Mad Elf",11
"1323","Tröegs Brewing Company",1201990285,5,5,"American Amber / Red Ale",5,5,"Tröegs Nugget Nectar",7.5
"1324","Victory Brewing Company",1211645944,3.5,4,"Munich Helles Lager",3.5,3.5,"Victory Lager",4.8
"1325","Victory Brewing Company",1269274353,4.5,5,"Russian Imperial Stout",4.5,4.5,"Storm King Stout",9.1
"1326","Tröegs Brewing Company",1315362208,3,3.5,"Maibock / Helles Bock",3.5,3.5,"Scratch Beer 30 - 2010 (Jerman Bock)",7
"1327","Victory Brewing Company",1152647953,3.5,3.5,"Altbier",3.5,2.5,"Ten Years Alt",8.5
"1328","Yards Brewing Co.",1309385352,4,4.5,"Extra Special / Strong Bitter (ESB)",4,4,"Extra Special Ale (ESA)",6.3
"1329","Tröegs Brewing Company",1220916470,4.5,4.5,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"1330","Victory Brewing Company",1322725203,3.5,3.5,"American IPA",4.5,4,"HopDevil Ale",6.7
"1331","Voodoo Brewing Company",1264988507,4,4,"Milk / Sweet Stout",4,4,"Cowbell Imperial Oatmeal Milk Stout",8.5
"1332","Victory Brewing Company",1288982131,4.5,4,"American IPA",4,4.5,"HopDevil Ale",6.7
"1333","Victory Brewing Company",1314484197,4.5,4,"Maibock / Helles Bock",4.5,4.5,"St. Boisterous",7.4
"1334","Tröegs Brewing Company",1287633385,4,4,"Oatmeal Stout",4,4.5,"Scratch Beer 15 - 2008",6
"1335","Victory Brewing Company",1305336021,4,4,"American IPA",4.5,4,"HopDevil Ale",6.7
"1336","Yuengling Brewery ",1185935181,2,3,"American Pale Lager",2,2,"Yuengling Premium Beer",4.4
"1337","Victory Brewing Company",1092280826,4,4,"American Double / Imperial IPA",4,3.5,"Hop Wallop",8.5
"1338","Tröegs Brewing Company",1071437159,4,4.5,"Doppelbock",3.5,4.5,"Troegenator Double Bock",8.2
"1339","Tröegs Brewing Company",1176923823,4,3.5,"Hefeweizen",3.5,3.5,"DreamWeaver Wheat",4.8
"1340","Yards Brewing Co.",1123464202,4.5,3.5,"American Pale Ale (APA)",2,2.5,"Philadelphia Pale Ale",4.3
"1341","Yuengling Brewery ",1139100598,2.5,3,"American Amber / Red Lager",3,3,"Yuengling Traditional Lager",4.4
"1342","Tröegs Brewing Company",1263249253,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1343","Tröegs Brewing Company",1252285607,4.5,3.5,"Belgian Strong Dark Ale",3.5,4,"Tröegs Mad Elf",11
"1344","Tröegs Brewing Company",1300553486,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1345","Tröegs Brewing Company",1230494472,3.5,4,"Winter Warmer",4,3.5,"Scratch Beer 16 - 2008",6.3
"1346","Victory Brewing Company",1303935983,4,4.5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"1347","Yuengling Brewery ",1113868940,2,2.5,"American Amber / Red Lager",2,2,"Yuengling Traditional Lager",4.4
"1348","Yards Brewing Co.",1251675130,3.5,3.5,"American Pale Ale (APA)",4,3.5,"Philadelphia Pale Ale",4.3
"1349","Victory Brewing Company",1177158405,3.5,4,"German Pilsener",3.5,3,"Braumeister Pils",5.5
"1350","Victory Brewing Company",1287254533,4.5,4,"Belgian IPA",4,4,"Wild Devil",6.7
"1351","Victory Brewing Company",1185995184,3.5,4,"Kölsch",3.5,3.5,"Kölsch Ale",4.6
"1352","Tröegs Brewing Company",1306717482,4,3.5,"American Amber / Red Ale",4,3.5,"Tröegs Hopback Amber Ale",6
"1353","Tröegs Brewing Company",1248129243,4.5,4,"American Double / Imperial IPA",4.5,4.5,"The Drafting Room 15th Anniversary Ale",NA
"1354","Victory Brewing Company",1106445724,4,4.5,"American Barleywine",4.5,4.5,"Old Horizontal",11
"1355","Victory Brewing Company",1317005280,4,4.5,"Baltic Porter",4.5,4,"Baltic Thunder",8.5
"1356","Voodoo Brewing Company",1300926645,4.5,4.5,"Keller Bier / Zwickel Bier",4,4,"PILZILLA",6.7
"1357","Victory Brewing Company",1315444106,3,2.5,"Tripel",4,2.5,"Golden Monkey",9.5
"1358","Victory Brewing Company",1220921335,5,4,"American IPA",4,4,"HopDevil Ale",6.7
"1359","Yuengling Brewery ",1220187038,3,4,"American Porter",3,3,"Yuengling Porter (Dark Brewed)",4.7
"1360","Victory Brewing Company",1286494686,3.5,4,"Saison / Farmhouse Ale",4,4,"Saison Du BUFF",6.8
"1361","Victory Brewing Company",1066086037,3.5,4.5,"American Porter",3.5,4,"Workhorse Porter",5.5
"1362","Tröegs Brewing Company",1231034793,4,4,"Belgian Strong Dark Ale",3.5,3.5,"Tröegs Mad Elf",11
"1363","Yuengling Brewery ",1064933174,2.5,3,"American Pale Ale (APA)",3,3.5,"Lord Chesterfield Ale",5.4
"1364","Tröegs Brewing Company",1270340070,4.5,4,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1365","Victory Brewing Company",1298424731,4,3.5,"American Pale Ale (APA)",3.5,4,"Headwaters Pale Ale",5.1
"1366","Victory Brewing Company",1291673387,4,4.5,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1367","Tröegs Brewing Company",1157391831,5,3,"Oatmeal Stout",3.5,4.5,"Tröegs Oatmeal Stout",7
"1368","Victory Brewing Company",1227909441,4,4,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"1369","Victory Brewing Company",1187231059,4.5,4.5,"American IPA",4.5,5,"HopDevil Ale",6.7
"1370","Victory Brewing Company",1141133755,4,4.5,"Altbier",4,4.5,"Ten Years Alt",8.5
"1371","Victory Brewing Company",1053797098,3.5,3.5,"Belgian Strong Dark Ale",4,4.5,"V-Ten",10
"1372","Victory Brewing Company",1066624650,4,4.5,"Märzen / Oktoberfest",4,4.5,"Festbier",5.6
"1373","Victory Brewing Company",1297400948,5,3.5,"Quadrupel (Quad)",4,4.5,"V-Twelve",12
"1374","Yuengling Brewery ",1181104047,3,4,"American Amber / Red Lager",1.5,2.5,"Yuengling Traditional Lager",4.4
"1375","Victory Brewing Company",1146795412,3.5,4,"American Barleywine",4.5,4.5,"Old Horizontal",11
"1376","Victory Brewing Company",1220216989,4,4,"German Pilsener",4.5,4,"Prima Pils",5.3
"1377","Tröegs Brewing Company",1240673028,4,4,"American Amber / Red Ale",4,4,"Tröegs Hopback Amber Ale",6
"1378","Victory Brewing Company",1102366978,4.5,4,"American Double / Imperial IPA",4.5,5,"Hop Wallop",8.5
"1379","Victory Brewing Company",1150483160,3.5,3,"American IPA",4,3.5,"HopDevil Ale",6.7
"1380","Tröegs Brewing Company",1269393362,4.5,5,"American Amber / Red Ale",5,4.5,"Tröegs Nugget Nectar",7.5
"1381","Yards Brewing Co.",1081613411,4,4,"English Porter",4,3.5,"General Washington's Tavern Porter",7
"1382","Yuengling Brewery ",1311529463,3,3,"Light Lager",2.5,2.5,"Yuengling Light Lager",3.4
"1383","Victory Brewing Company",1160678173,4,4.5,"American IPA",3.5,4,"HopDevil Ale",6.7
"1384","Yuengling Brewery ",1021126735,3.5,4.5,"Black & Tan",3,3.5,"Yuengling Black & Tan",4.7
"1385","Tröegs Brewing Company",1309731990,4,3.5,"Dubbel",4,3.5,"Scratch Beer 34 - 2010 (Tim's Belgian Brown)",7.8
"1386","Victory Brewing Company",1291949546,4,4.5,"American Black Ale",3,3,"Yakima Glory",8.7
"1387","Tröegs Brewing Company",1200619370,4,4,"American Barleywine",4,4.5,"Scratch Beer 4 - 2007",9.4
"1388","Victory Brewing Company",1084161624,4,4.5,"American Barleywine",4.5,4.5,"Old Horizontal",11
"1389","Tröegs Brewing Company",1254491794,2.5,3.5,"American Porter",2.5,1.5,"Tröegs Dead Reckoning Porter",5.4
"1390","Tröegs Brewing Company",1320197232,4,4,"American IPA",4,4.5,"Tröegs Perpetual IPA",7.5
"1391","Tröegs Brewing Company",1281660832,3,4.5,"California Common / Steam Beer",4,4,"Scratch Beer 32 - 2010 (Keystone Common)",5.4
"1392","Victory Brewing Company",1261452121,4,3.5,"Tripel",4.5,4,"Golden Monkey",9.5
"1393","Victory Brewing Company",1178473804,3.5,4,"German Pilsener",4,3.5,"Prima Pils",5.3
"1394","Tröegs Brewing Company",1232413222,3.5,4,"Doppelbock",2.5,2.5,"Troegenator Double Bock",8.2
"1395","Yards Brewing Co.",1313711026,4,4.5,"Extra Special / Strong Bitter (ESB)",4,4,"Extra Special Ale (ESA)",6.3
"1396","Victory Brewing Company",1210199646,4,4,"American Double / Imperial IPA",4,4,"Hop Wallop",8.5
"1397","Victory Brewing Company",1207262956,4,4,"German Pilsener",3,3.5,"Prima Pils",5.3
"1398","Tröegs Brewing Company",1131725919,3,4,"Belgian Strong Dark Ale",2,3,"Tröegs Mad Elf",11
"1399","Tröegs Brewing Company",1319158607,4.5,1.5,"American IPA",3.5,4.5,"Scratch Beer 49 - 2011 (Fresh Hop Ale)",7.2
"1400","Yards Brewing Co.",1301526959,3.5,4.5,"Extra Special / Strong Bitter (ESB)",3.5,4,"Extra Special Ale (ESA)",6.3
"1401","Victory Brewing Company",1269287676,4,5,"American Double / Imperial IPA",4.5,4.5,"Hop Wallop",8.5
"1402","Yuengling Brewery ",1286291673,3.5,3,"American Pale Lager",3.5,2.5,"Yuengling Premium Beer",4.4
"1403","Tröegs Brewing Company",1316652066,4,4.5,"American IPA",4,3.5,"Tröegs Perpetual IPA",7.5
"1404","Yuengling Brewery ",1164305798,4,4,"American Amber / Red Lager",4,4,"Yuengling Traditional Lager",4.4
"1405","Victory Brewing Company",1322892555,3.5,4,"American Black Ale",4,3.5,"Yakima Glory",8.7
"1406","Victory Brewing Company",1257900304,4,4,"Saison / Farmhouse Ale",4,4,"Helios  (V Saison)",7.5
"1407","Victory Brewing Company",1141096569,3.5,4.5,"Altbier",4,4,"Ten Years Alt",8.5
"1408","Tröegs Brewing Company",1217549945,3.5,3.5,"Doppelbock",3.5,3.5,"Troegenator Double Bock",8.2
"1409","Tröegs Brewing Company",1038291474,4,4,"Oatmeal Stout",3.5,4,"Tröegs Oatmeal Stout",7
"1410","Victory Brewing Company",1086141396,5,5,"American Double / Imperial IPA",5,5,"Hop Wallop",8.5
"1411","Victory Brewing Company",1235452207,4,4,"Tripel",3.5,4,"Golden Monkey",9.5
"1412","Victory Brewing Company",1193279025,3.5,3.5,"Märzen / Oktoberfest",3,3.5,"Festbier",5.6
"1413","Victory Brewing Company",1229755391,3.5,4,"German Pilsener",4,4,"Prima Pils",5.3
"1414","Tröegs Brewing Company",1301460977,4,4,"American Amber / Red Ale",5,4.5,"Tröegs Nugget Nectar",7.5
"1415","Tröegs Brewing Company",1116434647,3.5,3.5,"American Pale Ale (APA)",3.5,4,"Tröegs Pale Ale",5.4
"1416","Tröegs Brewing Company",1318377609,4,3.5,"American IPA",3.5,4,"Scratch Beer 49 - 2011 (Fresh Hop Ale)",7.2
"1417","Yuengling Brewery ",1030207551,3,4,"Black & Tan",2.5,3,"Yuengling Black & Tan",4.7
"1418","Victory Brewing Company",1199146332,4.5,3,"Tripel",3.5,4.5,"Golden Monkey",9.5
"1419","Victory Brewing Company",1165729542,4.5,4,"American IPA",4,4,"HopDevil Ale",6.7
"1420","Tröegs Brewing Company",1251510862,2.5,4,"American Amber / Red Ale",5,4.5,"Tröegs Hopback Amber Ale",6
"1421","Victory Brewing Company",1072247739,4.5,5,"American Double / Imperial IPA",5,5,"Hop Wallop",8.5
"1422","Tröegs Brewing Company",1286539101,4,4.5,"American IPA",4,4,"Scratch Beer 35 - 2010 (Fresh Hop Ale)",7.2
"1423","Victory Brewing Company",1326068736,4,4,"Russian Imperial Stout",4,4,"Dark Intrigue",9.1
"1424","Voodoo Brewing Company",1321892007,3,4.5,"Pumpkin Ale",4.5,4,"Headless Horseman",8.5
"1425","Victory Brewing Company",1267986944,4,4,"Tripel",4.5,4,"Golden Monkey",9.5
"1426","Victory Brewing Company",1288227239,4.5,4,"German Pilsener",4.5,4,"Prima Pils",5.3
"1427","Victory Brewing Company",1289688344,4.5,4,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1428","Tröegs Brewing Company",1312922467,3.5,3.5,"Belgian Strong Pale Ale",4,4,"Scratch Beer 46 - 2011 (Naked Elf)",7.8
"1429","Victory Brewing Company",1297273726,4.5,4,"American IPA",4,4,"HopDevil Ale",6.7
"1430","Victory Brewing Company",1032854820,4.5,4,"American IPA",4.5,5,"HopDevil Ale",6.7
"1431","Yuengling Brewery ",1316624417,2,2.5,"American Pale Lager",2,2.5,"Yuengling Premium Beer",4.4
"1432","Yuengling Brewery ",1266773451,2.5,3.5,"American Porter",3,3.5,"Yuengling Porter (Dark Brewed)",4.7
"1433","Tröegs Brewing Company",1259893193,4,4,"Doppelbock",5,5,"Troegenator Double Bock",8.2
"1434","Victory Brewing Company",1217469457,4,4,"Baltic Porter",4.5,4.5,"Baltic Thunder",8.5
"1435","Victory Brewing Company",1319679720,3,5,"Smoked Beer",3,3.5,"Otto Ale",8.1
"1436","Victory Brewing Company",1153273399,5,3.5,"Maibock / Helles Bock",4.5,4,"St. Boisterous",7.4
"1437","Tröegs Brewing Company",1234229616,4,4.5,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"1438","Tröegs Brewing Company",1095086158,4,4.5,"Oatmeal Stout",4.5,4.5,"Tröegs Oatmeal Stout",7
"1439","Yards Brewing Co.",1319756343,3.5,4,"English Dark Mild Ale",4,3.5,"Brawler Pugilist Style Ale",4.2
"1440","Tröegs Brewing Company",1304457248,4,4,"American Pale Ale (APA)",4,4,"Tröegs Pale Ale",5.4
"1441","Tröegs Brewing Company",1226875719,4.5,4.5,"Belgian Strong Dark Ale",5,5,"Tröegs Mad Elf",11
"1442","Yards Brewing Co.",1036647889,4,4,"Belgian Strong Dark Ale",4,4,"Trubbel De Yards",9
"1443","Yuengling Brewery ",1163992091,2,2.5,"American Pale Lager",3,3.5,"Yuengling Premium Beer",4.4
"1444","Tröegs Brewing Company",1304799542,3.5,4,"German Pilsener",4,4,"Tröegs Sunshine Pils",5.3
"1445","Yards Brewing Co.",1255638453,4,3.5,"English Dark Mild Ale",4,4,"Brawler Pugilist Style Ale",4.2
"1446","Yuengling Brewery ",1289699044,2.5,3.5,"American Amber / Red Lager",3,2.5,"Yuengling Traditional Lager",4.4
"1447","Tröegs Brewing Company",1240458578,4,4,"American Barleywine",4,4,"Flying Mouflan",9.3
"1448","Victory Brewing Company",1272407162,5,4.5,"American Black Ale",5,4.5,"Yakima Glory",8.7
