"time","brewery","name","style","abv","aroma","appearance","palate","taste","total","average"
2009-09-29 17:13:31,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,4,4.5,4,4,16.5,4.125
2009-09-30 19:01:06,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,4,4,3.5,15,3.75
2009-10-02 06:58:42,"Voodoo Brewing Company","Wynona's Big Brown Ale","American Brown Ale",7.3,3.5,3.5,4,4.5,15.5,3.875
2009-10-02 09:56:34,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,2.5,3.5,2.5,1.5,10,2.5
2009-10-06 16:17:34,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,5,3.5,3.5,15.5,3.875
2009-10-07 10:06:09,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4,3,4,4,15,3.75
2009-10-08 20:15:25,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,3.5,4.5,4,4.5,16.5,4.125
2009-10-08 20:43:44,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4.5,4.5,17.5,4.375
2009-10-10 15:13:44,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,3.5,5,4.5,4,17,4.25
2009-10-11 01:35:28,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,3.5,4,3.5,3.5,14.5,3.625
2009-10-12 09:07:27,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,4,4,4,4,16,4
2009-10-12 21:25:21,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4.5,4,4,4,16.5,4.125
2009-10-13 16:13:28,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,4,4,4,16,4
2009-10-13 19:18:26,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,4.5,4,4,3.5,16,4
2009-10-13 20:31:46,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,5,4.5,4,4.5,18,4.5
2009-10-15 12:34:31,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3.5,3.5,3.5,3,13.5,3.375
2009-10-15 16:27:33,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,4,3.5,4,4,15.5,3.875
2009-10-18 00:22:26,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,4.5,4,4,16,4
2009-10-21 18:45:37,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4.5,5,4,4.5,18,4.5
2009-10-26 15:31:47,"Victory Brewing Company","St. Boisterous","Maibock / Helles Bock",7.4,4.5,4,4,4,16.5,4.125
2009-10-26 18:50:44,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,3,3.5,4,14,3.5
2009-10-29 23:37:29,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4.5,4,4,16.5,4.125
2009-10-30 20:19:30,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4.5,4,4.5,4.5,17.5,4.375
2009-11-01 20:16:29,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4.5,4.5,4,17.5,4.375
2009-11-01 21:02:47,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,4,4.5,4,4.5,17,4.25
2009-11-02 13:50:51,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4.5,4,4.5,4,17,4.25
2009-11-02 21:10:33,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4.5,4,4,16,4
2009-11-03 12:34:24,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4.5,4.5,17,4.25
2009-11-03 19:37:01,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4.5,4.5,4.5,4.5,18,4.5
2009-11-05 07:44:01,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,4,4.5,3.5,4,16,4
2009-11-07 00:30:54,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4,4,4.5,16.5,4.125
2009-11-08 18:19:17,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3,3.5,3.5,3,13,3.25
2009-11-09 20:37:47,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,2,2,2,2,8,2
2009-11-10 19:45:04,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,4,4,4,16,4
2009-11-11 09:11:36,"Victory Brewing Company","Abbey 8","Dubbel",7.6,3,4,4,3.5,14.5,3.625
2009-11-12 06:17:12,"Victory Brewing Company","Vista Farms Harvest Ale 2009","American Pale Ale (APA)",5.4,3.5,4,3.5,3.5,14.5,3.625
2009-11-13 10:27:09,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,3.5,4,4,15,3.75
2009-11-14 17:15:44,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3,3,4,4,14,3.5
2009-11-14 21:14:53,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,4,4,3.5,4,15.5,3.875
2009-11-15 21:08:24,"Victory Brewing Company","Old Horizontal","American Barleywine",11,5,3.5,4.5,5,18,4.5
2009-11-15 21:21:09,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4.5,4.5,3,4,16,4
2009-11-16 14:38:59,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4.5,4,4.5,4,17,4.25
2009-11-18 19:42:38,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,3.5,3.5,3,3,13,3.25
2009-11-19 19:33:47,"Troegs Brewing Company","Scratch Beer 23 - 2009","Marzen / Oktoberfest",5.1,3.5,4.5,4,4,16,4
2009-11-21 21:20:30,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3,4,2,3,12,3
2009-11-22 18:44:23,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4.5,5,4,4,17.5,4.375
2009-11-23 00:39:16,"Troegs Brewing Company","Scratch Beer 20 - 2009","American Double / Imperial IPA",7,4.5,4,4,4.5,17,4.25
2009-11-26 09:02:42,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3,4,3.5,3.5,14,3.5
2009-11-26 19:24:20,"Troegs Brewing Company","Scratch Beer 7 - 2008","Weizenbock",7.9,4,3,4.5,3.5,15,3.75
2009-11-27 08:25:21,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,4,3,3.5,14.5,3.625
2009-11-27 22:07:45,"Yuengling Brewery","Yuengling Light Beer","Light Lager",3.5,2,3.5,3.5,1.5,10.5,2.625
2009-11-29 16:29:51,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4,4.5,4,4.5,17,4.25
2009-11-30 21:55:39,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,4,16,4
2009-12-03 21:19:53,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4,5,5,18,4.5
2009-12-05 21:02:44,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4,4,16,4
2009-12-06 06:42:43,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,5,4.5,18.5,4.625
2009-12-07 23:12:43,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4,4,4,16,4
2009-12-09 17:32:02,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4.5,4.5,4,4,17,4.25
2009-12-09 20:44:54,"Troegs Brewing Company","Scratch Beer 21 (Naked Elf)","Belgian Strong Pale Ale",7.8,3.5,3,4,4,14.5,3.625
2009-12-11 17:44:28,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,3,4,3,2,12,3
2009-12-12 10:14:13,"Troegs Brewing Company","Scratch Beer 19 -  2009","American Double / Imperial Stout",9.5,4,5,4.5,4.5,18,4.5
2009-12-12 21:21:31,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,4.5,3,4,15,3.75
2009-12-13 15:04:20,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,4,4,3.5,15,3.75
2009-12-14 12:54:24,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,4.5,16.5,4.125
2009-12-15 22:10:25,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4.5,4,4.5,4.5,17.5,4.375
2009-12-15 22:18:56,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,2.5,4.5,4,3,14,3.5
2009-12-16 14:54:37,"Troegs Brewing Company","Scratch Beer 21 (Naked Elf)","Belgian Strong Pale Ale",7.8,4,4,4.5,4.5,17,4.25
2009-12-16 20:36:07,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4.5,4.5,4.5,17.5,4.375
2009-12-16 23:53:55,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,3.5,3.5,4,4,15,3.75
2009-12-17 01:53:55,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4.5,4,3,3.5,15,3.75
2009-12-17 12:58:16,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,4,3.5,3.5,14,3.5
2009-12-17 22:00:28,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,3,4,4,3,14,3.5
2009-12-18 00:20:44,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,3.5,4.5,4.5,3.5,16,4
2009-12-18 16:46:30,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,3,4,5,16,4
2009-12-18 18:30:32,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,3.5,3.5,4,15,3.75
2009-12-18 18:57:28,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3.5,3,3.5,3.5,13.5,3.375
2009-12-20 13:44:23,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,5,4.5,4,17.5,4.375
2009-12-20 18:55:39,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,4,4,3.5,3.5,15,3.75
2009-12-21 00:26:08,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,4,4,4,16,4
2009-12-21 21:16:18,"Troegs Brewing Company","Scratch Beer 25 - 2009 (Magical Moustache Rye)","Rye Beer",6.5,3.5,4,4.5,4.5,16.5,4.125
2009-12-21 22:22:01,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,3.5,4.5,4,16,4
2009-12-23 21:06:10,"Troegs Brewing Company","Scratch Beer 25 - 2009 (Magical Moustache Rye)","Rye Beer",6.5,4.5,4.5,4,4,17,4.25
2009-12-24 17:14:38,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,4,3.5,3.5,3.5,14.5,3.625
2009-12-24 20:34:38,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,4,4.5,4,16.5,4.125
2009-12-25 21:03:40,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,4,3.5,3,3.5,14,3.5
2009-12-26 08:06:06,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3.5,4,2.5,4,14,3.5
2009-12-27 12:39:38,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,4,16,4
2009-12-27 18:20:57,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,3,4,4,3.5,14.5,3.625
2009-12-28 02:15:05,"Voodoo Brewing Company","White Magic Of The Sun","Witbier",6.75,4,4,4,5,17,4.25
2009-12-30 00:29:02,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,4,4,4,4.5,16.5,4.125
2010-01-01 12:17:08,"Yuengling Brewery","Lord Chesterfield Ale","American Pale Ale (APA)",5.4,2.5,3,4,3,12.5,3.125
2010-01-01 17:44:24,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,3.5,4,4,16,4
2010-01-03 16:06:06,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,4,16,4
2010-01-03 17:47:53,"Victory Brewing Company","Braumeister Pils","German Pilsener",5.5,4,4,3.5,3.5,15,3.75
2010-01-05 13:47:35,"Troegs Brewing Company","Scratch Beer 23 - 2009","Marzen / Oktoberfest",5.1,4,4,4,3.5,15.5,3.875
2010-01-05 16:10:55,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4,4,4.5,17,4.25
2010-01-08 21:16:14,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,5,17,4.25
2010-01-10 20:27:59,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3.5,4,4,4,15.5,3.875
2010-01-10 23:55:09,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,4,3.5,3.5,14,3.5
2010-01-11 08:52:14,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,3.5,15.5,3.875
2010-01-11 17:34:13,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4.5,17,4.25
2010-01-12 22:51:00,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,5,5,5,19.5,4.875
2010-01-13 02:21:32,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,3.5,4.5,4,4,16,4
2010-01-16 21:06:38,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3.5,3,4,4,14.5,3.625
2010-01-16 21:25:48,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4,3.5,4,15,3.75
2010-01-18 19:38:03,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,3.5,4.5,4.5,4,16.5,4.125
2010-01-18 22:27:57,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,3.5,4,4,15.5,3.875
2010-01-19 09:54:17,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,2.5,3.5,3,3,12,3
2010-01-19 22:24:50,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,4.5,4,4,16.5,4.125
2010-01-19 23:53:20,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,5,3.5,3,3,14.5,3.625
2010-01-21 01:04:38,"Yuengling Brewery","Yuengling Light Beer","Light Lager",3.5,2.5,2.5,3.5,3,11.5,2.875
2010-01-22 23:46:04,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4.5,4,4,4.5,17,4.25
2010-01-24 17:49:13,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,3.5,4,4,15,3.75
2010-01-24 18:01:48,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4,4.5,4.5,17,4.25
2010-01-24 19:06:06,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,3.5,3.5,3.5,14.5,3.625
2010-01-25 00:38:10,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,2.5,3,2.5,2.5,10.5,2.625
2010-01-25 15:32:43,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,3,3.5,4,3,13.5,3.375
2010-01-25 16:20:06,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4.5,4,5,18.5,4.625
2010-01-26 16:11:27,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,3.5,3.5,4,4,15,3.75
2010-01-26 19:16:29,"Victory Brewing Company","Abbey 5","Belgian Pale Ale",6,3.5,4,5,4,16.5,4.125
2010-01-27 08:48:47,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,3.5,15.5,3.875
2010-01-27 11:03:14,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4.5,3,3,15,3.75
2010-01-27 21:21:50,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,3,3.5,12.5,3.125
2010-01-27 23:55:44,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,5,17.5,4.375
2010-01-28 11:11:37,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3,3,4,2.5,12.5,3.125
2010-01-28 20:05:29,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,4,4,3.5,3.5,15,3.75
2010-01-29 00:21:05,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,4.5,4,17,4.25
2010-01-29 00:34:23,"Voodoo Brewing Company","Wynona's Big Brown Ale","American Brown Ale",7.3,3,3.5,3.5,3.5,13.5,3.375
2010-01-30 21:23:09,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4,3.5,4.5,15.5,3.875
2010-01-31 20:41:47,"Voodoo Brewing Company","Cowbell Imperial Oatmeal Milk Stout","Milk / Sweet Stout",8.5,4,4,4,4,16,4
2010-02-01 21:33:17,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,3.5,4,15.5,3.875
2010-02-03 02:04:51,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4.5,4.5,4,17,4.25
2010-02-05 19:17:04,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3,3,3.5,3.5,13,3.25
2010-02-06 18:05:44,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,4,16,4
2010-02-08 15:50:05,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4.5,4,4.5,4.5,17.5,4.375
2010-02-09 20:13:18,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4.5,4.5,17.5,4.375
2010-02-10 19:49:23,"Yuengling Brewery","Yuengling Bock","Bock",5.1,3,4,3.5,3.5,14,3.5
2010-02-11 01:49:16,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,5,4.5,4,4.5,18,4.5
2010-02-11 17:04:26,"Troegs Brewing Company","Scratch Beer 27 - 2010 (Cocaoabunga)","Milk / Sweet Stout",6.7,4,4,4.5,4.5,17,4.25
2010-02-11 20:44:00,"Troegs Brewing Company","Scratch Beer 27 - 2010 (Cocaoabunga)","Milk / Sweet Stout",6.7,4,4,4,4.5,16.5,4.125
2010-02-14 21:59:28,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4.5,4,3.5,4,16,4
2010-02-14 22:32:52,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,3,4.5,5,17.5,4.375
2010-02-15 16:15:27,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,3.5,4,4,4,15.5,3.875
2010-02-15 20:33:15,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,3.5,4,16,4
2010-02-16 10:12:11,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,3.5,3.5,4.5,16,4
2010-02-17 18:40:44,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,3.5,3.5,3.5,14.5,3.625
2010-02-17 22:03:14,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4.5,4,4.5,17.5,4.375
2010-02-19 14:31:36,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4.5,4.5,4.5,18,4.5
2010-02-19 20:27:54,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4.5,17,4.25
2010-02-19 23:43:24,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4.5,4,16.5,4.125
2010-02-20 20:57:11,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3,4,4,4,15,3.75
2010-02-21 12:30:51,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,2.5,3.5,3,3.5,12.5,3.125
2010-02-23 16:58:24,"Troegs Brewing Company","Scratch Beer 27 - 2010 (Cocaoabunga)","Milk / Sweet Stout",6.7,4,4,4,4,16,4
2010-02-24 16:58:48,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,4,16.5,4.125
2010-02-24 21:36:47,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,4.5,4.5,4,5,18,4.5
2010-02-25 06:49:51,"Voodoo Brewing Company","Voodoo Love Child","Belgian Strong Pale Ale",10.5,3.5,3.5,3.5,4,14.5,3.625
2010-02-26 21:58:21,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3.5,3.5,4,4,15,3.75
2010-02-27 14:30:24,"Victory Brewing Company","Wild Devil","Belgian IPA",6.7,3.5,5,3,3,14.5,3.625
2010-02-28 17:27:21,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3,3,3,3,12,3
2010-03-01 17:45:21,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,5,5,4.5,4.5,19,4.75
2010-03-02 23:27:34,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4,4.5,16.5,4.125
2010-03-04 18:50:32,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3.5,4,4,14.5,3.625
2010-03-05 18:54:26,"Troegs Brewing Company","Scratch Beer 27 - 2010 (Cocaoabunga)","Milk / Sweet Stout",6.7,3.5,4,5,3.5,16,4
2010-03-05 20:06:41,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,3.5,2,2.5,12,3
2010-03-06 08:58:48,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3.5,4,3,3,13.5,3.375
2010-03-06 20:33:29,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,4,16,4
2010-03-06 22:26:28,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,4,4,4,16,4
2010-03-07 09:00:08,"Victory Brewing Company","Strangeways Golden Ale","English Pale Mild Ale",3.5,3.5,3.5,3,3.5,13.5,3.375
2010-03-07 13:35:44,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,4,4.5,4,16.5,4.125
2010-03-07 21:26:55,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,4.5,4.5,4,17,4.25
2010-03-10 17:43:58,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4,4,4,16,4
2010-03-11 16:57:52,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,3.5,3.5,4,4.5,15.5,3.875
2010-03-12 04:50:33,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4.5,4,3.5,15.5,3.875
2010-03-13 04:03:23,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,2,2,12,3
2010-03-13 19:31:44,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4.5,4,3.5,4.5,16.5,4.125
2010-03-14 16:34:54,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,3.5,4,4,4,15.5,3.875
2010-03-17 21:56:39,"Voodoo Brewing Company","4 Seasons IPA","American IPA",8,4,4,4,4,16,4
2010-03-18 13:31:43,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,3.5,4,15.5,3.875
2010-03-21 21:29:46,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4.5,4,4.5,4.5,17.5,4.375
2010-03-22 12:12:33,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,5,4.5,4.5,18.5,4.625
2010-03-22 15:05:41,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,3.5,4,16,4
2010-03-22 15:54:36,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4,5,4.5,4.5,18,4.5
2010-03-22 20:04:08,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3.5,4.5,4.5,4,16.5,4.125
2010-03-22 22:46:31,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4,16.5,4.125
2010-03-23 21:16:02,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,5,5,4.5,19,4.75
2010-03-24 00:11:05,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4.5,4,4.5,17.5,4.375
2010-03-26 21:48:43,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4,4,3.5,4.5,16,4
2010-03-27 17:47:17,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,4,3.5,4,15.5,3.875
2010-03-27 20:22:25,"Yuengling Brewery","Yuengling Black & Tan","Black & Tan",4.7,3,3,3,3.5,12.5,3.125
2010-04-03 17:26:43,"Yuengling Brewery","Yuengling Bock","Bock",5.1,3,3.5,3,3.5,13,3.25
2010-04-03 20:14:30,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4,4,16.5,4.125
2010-04-05 19:04:11,"Voodoo Brewing Company","White Magic Of The Sun","Witbier",6.75,4,4,4,4,16,4
2010-04-06 19:33:47,"Victory Brewing Company","St. Boisterous","Maibock / Helles Bock",7.4,3,3.5,3.5,3.5,13.5,3.375
2010-04-08 16:17:18,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,4,4,4,4,16,4
2010-04-08 22:45:04,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,4.5,4,17,4.25
2010-04-08 22:47:11,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4.5,4,4.5,5,18,4.5
